Sample.tag.,Subspp.Prov.ID,Pop,Height10_10,Crown10_10,Ellip_vol10_10,Height5_11,Crown7_11,Ellip_vol11,Height5_12,Crown5_12,Ellip_vol12,2yr_grw_vol_cm,2yr_grw_vol_m,y2011,y2012,y2011_m,y2012_m
293,CAT-1-1,CAT-1-1,52.5,663,145801.3151,15.2,3962.667,252301.4669,89,8474.173,3159191.424,3265691.576,3.265691576,252301.4669,2906889.957,0.252301467,2.906889957
294,IDW-1-6,IDW-1-6,7,18.9,554.1769441,3.3,960.221,13273.14225,29,1283.588,155923.7444,168642.7097,0.16864271,13273.14225,142650.6021,0.013273142,0.142650602
295,CAV-2-1,CAV-2-1,25.3,237.2,25137.60023,14.3,3758.52,225134.2202,55.8,7848.253,1834407.439,2034404.059,2.034404059,225134.2202,1609273.219,0.22513422,1.609273219
296,NVT-2-8,NVT-2-8,49.7,445.1,92662.19685,15.8,2706.668,179135.0976,95.5,6111.707,2444862.879,2531335.78,2.53133578,179135.0976,2265727.781,0.179135098,2.265727781
297,CAV-1-8,CAV-1-8,14.2,44.1,2623.104202,8,869.996,29153.84578,39,1739.701,284202.4578,310733.1994,0.310733199,29153.84578,255048.612,0.029153846,0.255048612
298,CAV-2-5,CAV-2-5,21,128.1,11268.26453,11,1892.723,87210.41519,50.5,3868.145,818243.8183,894185.9689,0.894185969,87210.41519,731033.4031,0.087210415,0.731033403
299,IDV-2-4,IDV-2-4,20.5,209,17946.87163,13.8,1912.017,110524.7255,55,6405.828,1475796.827,1568374.681,1.568374681,110524.7255,1365272.101,0.110524726,1.365272101
300,UTW-2-8,UTW-2-8,24.2,113.3,11485.07631,10.9,1223.344,55855.21187,51,6799.067,1452473.128,1496843.263,1.496843263,55855.21187,1396617.916,0.055855212,1.396617916
301,NVT-2-10,NVT-2-10,31.2,262.5,34306.19178,13.6,3289.203,187377.8258,81.2,6575.623,2236565.103,2389636.737,2.389636737,187377.8258,2049187.277,0.187377826,2.049187277
302,MTW-2-6,MTW-2-6,12.1,34.3,1738.473599,7.9,896.777,29675.64464,42,7750.284,1363501.176,1391438.347,1.391438347,29675.64464,1333825.531,0.029675645,1.333825531
303,IDT-1-4,IDT-1-4,24.3,73.6,7491.567505,7.8,670.808,21917.01704,49.8,2825.115,589323.9392,603749.3887,0.603749389,21917.01704,567406.9221,0.021917017,0.567406922
304,UTT-1-4,UTT-1-4,47.5,328.3,65321.04165,14.1,1574.056,92966.804,89.5,1552.547,582044.7831,609690.5455,0.609690545,92966.804,489077.9791,0.092966804,0.489077979
305,NMT-1-6,NMT-1-6,48.8,268.5,54884.8803,13.2,1232.867,68167.72002,71,4247.476,1263216.796,1276499.636,1.276499636,68167.72002,1195049.076,0.06816772,1.195049076
306,NVT-2-6,NVT-2-6,46.4,683.4,132825.5321,17.6,2966.087,218667.9646,65.6,5844.214,1605900.225,1691742.658,1.691742658,218667.9646,1387232.26,0.218667965,1.38723226
307,COW-1-1,COW-1-1,53.3,260.2,58092.90716,10,453.081,18978.61255,51.4,8198.513,1765171.139,1726056.844,1.726056844,18978.61255,1746192.526,0.018978613,1.746192526
308,MTW-2-1,MTW-2-1,13,17.6,958.3951989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,UTW-1-6,UTW-1-6,14.5,19.8,1202.601668,5.6,187.068,4388.096194,51,1792.007,382823.4098,386008.9043,0.386008904,4388.096194,378435.3136,0.004388096,0.378435314
310,IDT-3-9,IDT-3-9,44.7,561.8,105190.8265,18.9,3306.816,261794.4551,81.2,5553.153,1888792.623,2045396.251,2.045396251,261794.4551,1626998.168,0.261794455,1.626998168
311,ORT-3-8,ORT-3-8,20.2,25.2,2132.261766,4.6,555.145,10696.77532,74.4,3525.792,1098798.943,1107363.456,1.107363456,10696.77532,1088102.167,0.010696775,1.088102167
312,UTV-2-4,UTV-2-4,29,187.4,22764.39925,11.9,1618.647,80684.05511,49,2392.311,491023.5553,548943.2112,0.548943211,80684.05511,410339.5002,0.080684055,0.4103395
313,AZT-1-1,AZT-1-1,30.3,206.2,26170.97477,15,1530.525,96165.72192,75,5799.724,1822037.031,1892031.778,1.892031778,96165.72192,1725871.309,0.096165722,1.725871309
314,CAV-1-3,CAV-1-3,14.5,119.2,7239.90499,11.6,1083.422,52643.43855,37.7,3019.654,476855.8806,522259.4141,0.522259414,52643.43855,424212.442,0.052643439,0.424212442
315,UTT-1-2,UTT-1-2,40,199,33342.77003,16,2552.601,171076.961,96.2,7387.241,2976774.584,3114508.775,3.114508775,171076.961,2805697.623,0.171076961,2.805697623
316,NVW-1-5,NVW-1-5,42.4,297.2,52784.11823,18.4,2407.743,185573.7574,96,6524.514,2623662.752,2756452.391,2.756452391,185573.7574,2438088.995,0.185573757,2.438088995
317,CAW-3-5,CAW-3-5,18,146.6,11053.37959,14.5,1896.802,115206.9318,52.5,2969.669,653064.322,757217.8741,0.757217874,115206.9318,537857.3902,0.115206932,0.53785739
318,AZW-1-2,AZW-1-2,27.5,334.6,38543.15307,18,1881.329,141848.8648,47,4367.439,859831.4281,963137.1398,0.96313714,141848.8648,717982.5633,0.141848865,0.717982563
319,NVV-1-5,NVV-1-5,26.6,468.3,52178.83805,20.8,3311.739,288541.3416,52.5,4054.318,891591.0951,1127953.599,1.127953599,288541.3416,603049.7535,0.288541342,0.603049754
320,ORT-3-1,ORT-3-1,23.2,80.2,7793.830607,12.3,1091.02,56211.66284,56,3186.41,747443.3678,795861.2,0.7958612,56211.66284,691231.705,0.056211663,0.691231705
321,WYW-2-3,WYW-2-3,25.8,102.9,11120.48401,13.5,1876.442,106110.2952,37.7,4137.331,653356.5161,748346.3273,0.748346327,106110.2952,547246.2208,0.106110295,0.547246221
322,COW-1-3,COW-1-3,34.6,381.3,55262.6254,15.9,2297.292,153003.7002,53,3602.674,799814.8148,897555.8896,0.89755589,153003.7002,646811.1146,0.1530037,0.646811115
323,NVV-2-3,NVV-2-3,40.7,707,120532.0193,15.8,3088.81,204426.3577,72,5351.52,1613980.408,1697874.747,1.697874747,204426.3577,1409554.05,0.204426358,1.40955405
324,ORW-2-7,ORW-2-7,23,121.8,11734.47688,12.7,1690.97,89955.60587,66.5,4166.849,1160694.742,1238915.871,1.238915871,89955.60587,1070739.136,0.089955606,1.070739136
325,AZT-1-5,AZT-1-5,52.8,472.9,104590.4053,16.5,3399.229,234937.8428,87,4282.084,1560497.382,1690844.819,1.690844819,234937.8428,1325559.539,0.234937843,1.325559539
326,UTT-1-1,UTT-1-1,27.6,192.9,22301.2866,14.3,1991.171,119270.5454,70,6952.482,2038574.195,2135543.454,2.135543454,119270.5454,1919303.65,0.119270545,1.91930365
327,COW-2-8,COW-2-8,23.5,165.4,16281.40865,9.6,1885.802,75832.59788,59.4,2854.74,710299.6728,769850.862,0.769850862,75832.59788,634467.0749,0.075832598,0.634467075
328,WAT-1-1,WAT-1-1,37.8,509.5,80672.32943,18.3,3297.018,252732.4557,86.2,9515.373,3435751.085,3607811.211,3.607811211,252732.4557,3183018.629,0.252732456,3.183018629
329,MTW-1-7,MTW-1-7,16,44.5,2982.418626,10.4,818.03,35636.18293,34.4,1889.102,272208.9872,304862.7515,0.304862752,35636.18293,236572.8043,0.035636183,0.236572804
330,COW-2-7,COW-2-7,21.8,153,13971.29085,11,2261.015,104180.0923,67,6821.184,1914358.085,2004566.886,2.004566886,104180.0923,1810177.992,0.104180092,1.810177992
331,COW-2-4,COW-2-4,25.5,64.5,6889.512689,11,1105.552,50940.17927,66.3,5301.312,1472263.354,1516314.021,1.516314021,50940.17927,1421323.175,0.050940179,1.421323175
332,IDW-1-5,IDW-1-5,10.4,17.8,775.4288427,5.8,410.641,9976.516191,55.8,3188.923,745361.302,754562.3893,0.754562389,9976.516191,735384.7858,0.009976516,0.735384786
333,ORT-1-6,ORT-1-6,16.1,27.7,1868.074768,7.6,943.172,30025.69723,64.5,5413.543,1462614.635,1490772.257,1.490772257,30025.69723,1432588.938,0.030025697,1.432588938
334,AZW-1-9,AZW-1-9,34,176.1,25079.96247,15.8,1170.999,77500.09243,75.5,2568.921,812430.6697,864850.7996,0.8648508,77500.09243,734930.5773,0.077500092,0.734930577
335,WAW-3-10,WAW-3-10,18.6,83.3,6490.027767,11,234.524,10806.09017,26,1141.644,124334.7873,128650.8497,0.12865085,10806.09017,113528.6971,0.01080609,0.113528697
336,MTT-1-2,MTT-1-2,34.5,234.1,33830.55465,14.1,1788.362,105624.1325,79.3,9301.803,3089789.793,3161583.37,3.16158337,105624.1325,2984165.66,0.105624133,2.98416566
337,ORT-3-6,ORT-3-6,9,14.7,554.1769441,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,ORW-3-2,ORW-3-2,14.2,44.2,2629.052284,12.2,965.104,49319.94182,82.8,4455.716,1545384.13,1592075.019,1.592075019,49319.94182,1496064.188,0.049319942,1.496064188
339,ORT-2-10,ORT-2-10,52.3,530.9,116306.242,14,2615.17,153361.5787,99.2,8378.245,3481395.29,3518450.627,3.518450627,153361.5787,3328033.712,0.153361579,3.328033712
340,NVT-2-3,NVT-2-3,42.3,211.4,37457.08355,14.4,1560.89,94150.6667,68,5413.909,1542085.571,1598779.154,1.598779154,94150.6667,1447934.905,0.094150667,1.447934905
341,UTV-3-7,UTV-3-7,20.4,86.2,7365.903799,9.8,1537.09,63097.76585,55.5,5843.203,1358415.308,1414147.17,1.41414717,63097.76585,1295317.542,0.063097766,1.295317542
342,UTV-2-7,UTV-2-7,19.7,53.7,4431.27927,9.2,819.816,31593.14252,54,3370.283,762340.0546,789501.9178,0.789501918,31593.14252,730746.912,0.031593143,0.730746912
343,MTW-2-2,MTW-2-2,14.2,53.7,3194.120083,7.3,613.856,18770.5922,38,1882.189,299595.6042,315172.0763,0.315172076,18770.5922,280825.012,0.018770592,0.280825012
344,NVT-1-2,NVT-1-2,33.8,137.4,19453.24437,12.7,2007.135,106774.8363,98.9,6368.82,2638419.667,2725741.259,2.725741259,106774.8363,2531644.831,0.106774836,2.531644831
345,NMT-2-7,NMT-2-7,33.6,153.2,21561.88135,15.8,1941.893,128520.0816,87.3,7697.946,2814995.554,2921953.754,2.921953754,128520.0816,2686475.472,0.128520082,2.686475472
346,AZT-1-2,AZT-1-2,30.4,161.5,20565.28439,11.8,1167.21,57692.53422,64,5558.509,1490139.395,1527266.645,1.527266645,57692.53422,1432446.861,0.057692534,1.432446861
347,NVV-2-4,NVV-2-4,34.2,673.6,96497.6626,16.7,5994.912,419360.8587,61.5,8207.37,2114305.49,2437168.686,2.437168686,419360.8587,1694944.632,0.419360859,1.694944632
348,ORT-1-3,ORT-1-3,38.8,195.7,31806.15423,10.5,618.284,27193.55061,67.3,4540.053,1279866.278,1275253.674,1.275253674,27193.55061,1252672.727,0.027193551,1.252672727
349,AZT-1-7,AZT-1-7,49.2,505.2,104115.8991,14.7,1751.625,107856.6877,77.4,7766.676,2518052.37,2521793.158,2.521793158,107856.6877,2410195.682,0.107856688,2.410195682
350,ORV-1-9,ORV-1-9,17,214.5,15274.42348,10.8,1905.284,86193.01753,59,3609.279,891992.2388,962910.8328,0.962910833,86193.01753,805799.2212,0.086193018,0.805799221
351,COW-1-6,COW-1-6,13.1,49.1,2694.271748,9.1,815.206,31074.01486,63,2784.798,734890.8788,763270.6219,0.763270622,31074.01486,703816.864,0.031074015,0.703816864
352,COW-2-2,COW-2-2,35.3,186.5,27576.69087,15.3,2352.595,150774.2614,54.5,5642.554,1288133.383,1411330.954,1.411330954,150774.2614,1137359.122,0.150774261,1.137359122
353,IDW-1-4,IDW-1-4,9.5,17.1,680.4689688,4.1,92.606,1590.419133,45.6,746.604,142607.959,143517.9092,0.143517909,1590.419133,141017.5399,0.001590419,0.14101754
354,MTV-1-1,MTV-1-1,26.3,262,28863.27779,13.1,3093.38,169743.51,50.4,5595.459,1181285.474,1322165.706,1.322165706,169743.51,1011541.964,0.16974351,1.011541964
355,NVV-2-1,NVV-2-1,8.5,37.2,1324.495463,7.6,563.535,17940.02715,31.3,1479.924,194031.5532,210647.0848,0.210647085,17940.02715,176091.526,0.017940027,0.176091526
356,CAT-1-5,CAT-1-5,33.6,317,44615.64223,14.3,1855.293,111131.494,72.5,3102.096,942067.1271,1008582.979,1.008582979,111131.494,830935.6331,0.111131494,0.830935633
357,IDV-2-2,IDV-2-2,23.9,133.4,13354.95226,10,1537.468,64401.30899,39.6,2685.64,445483.468,496529.8247,0.496529825,64401.30899,381082.159,0.064401309,0.381082159
358,UTV-2-10,UTV-2-10,24,117.8,11842.54767,12.5,1943.509,101761.8933,63.5,6085.999,1618803.785,1708723.131,1.708723131,101761.8933,1517041.892,0.101761893,1.517041892
359,MTT-1-6,MTT-1-6,25.4,50.3,5351.682141,9.3,1061.643,41357.09813,70.5,4352.324,1285283.536,1321288.952,1.321288952,41357.09813,1243926.438,0.041357098,1.243926438
360,COT-1-4,COT-1-4,46,354.9,68383.67561,18,2528.703,190659.7144,88.4,11664.368,4319187.793,4441463.832,4.441463832,190659.7144,4128528.079,0.190659714,4.128528079
361,NVV-3-5,NVV-3-5,14.4,78.6,4741.040305,14,534.786,31361.48902,33.5,1825.045,256098.4757,282718.9245,0.282718924,31361.48902,224736.9867,0.031361489,0.224736987
362,NVV-1-7,NVV-1-7,21.1,254.6,22502.43231,15.7,1902.741,125131.8709,40.8,4937.829,843888.0137,946517.4524,0.946517452,125131.8709,718756.1428,0.125131871,0.718756143
363,IDV-5-2,IDV-5-2,29.2,67.1,8207.180424,9.8,841.379,34538.72911,54.5,1404.306,320587.7053,346919.254,0.346919254,34538.72911,286048.9762,0.034538729,0.286048976
364,IDT-1-8,IDT-1-8,40,183.7,30779.23042,12.4,2589.955,134524.8489,72,2170.903,654728.92,758474.5384,0.758474538,134524.8489,520204.0711,0.134524849,0.520204071
365,MTW-1-1,MTW-1-1,19.6,94.3,7742.05716,11,1864.992,85932.66244,49,6446.744,1323198.848,1401389.453,1.401389453,85932.66244,1237266.185,0.085932662,1.237266185
366,MTT-1-4,MTT-1-4,19.2,37.6,3023.971425,6.7,823.455,23110.1776,81.3,4509.254,1535620.334,1555706.54,1.55570654,23110.1776,1512510.156,0.023110178,1.512510156
367,NVV-1-2,NVV-1-2,17.5,215.7,15811.63583,13.8,1707.962,98729.26404,32.5,4233.991,576397.2509,659314.8791,0.659314879,98729.26404,477667.9869,0.098729264,0.477667987
368,NVV-1-6,NVV-1-6,10.4,40.8,1777.38746,7.8,1127.127,36826.12859,52,4106.697,894508.7927,929557.5338,0.929557534,36826.12859,857682.6641,0.036826129,0.857682664
369,MTW-3-2,MTW-3-2,11,26.1,1202.601668,7.4,562.632,17439.93084,44.3,2815.428,522440.4092,538677.7384,0.538677738,17439.93084,505000.4784,0.017439931,0.505000478
370,IDT-2-10,IDT-2-10,45.6,430.6,82248.40364,13.6,1656.171,94347.99893,71,4799.299,1427331.222,1439430.817,1.439430817,94347.99893,1332983.223,0.094347999,1.332983223
371,IDW-2-3,IDW-2-3,17.2,36.1,2600.903614,8,241.238,8083.962971,32,983.28,131800.1162,137283.1756,0.137283176,8083.962971,123716.1533,0.008083963,0.123716153
372,IDT-1-2,IDT-1-2,41.8,380.5,66622.28933,16,2691.712,180400.2698,95.8,10852.87,4355105.894,4468883.874,4.468883874,180400.2698,4174705.624,0.18040027,4.174705624
373,IDV-5-10,IDV-5-10,22.5,294.7,27774.82065,17,2021.582,143955.709,49.8,3864.459,806132.9187,922313.807,0.922313807,143955.709,662177.2097,0.143955709,0.66217721
374,UTT-1-5,UTT-1-5,51.6,434.8,93978.35662,22,2576.96,237475.5857,90.3,5011.436,1895564.419,2039061.648,2.039061648,237475.5857,1658088.833,0.237475586,1.658088833
375,COT-1-1,COT-1-1,49.7,1072.5,223276.1315,23.5,4667.777,459479.9565,93.5,8374.902,3280046.148,3516249.973,3.516249973,459479.9565,2820566.191,0.459479957,2.820566191
376,CAV-1-10,CAV-1-10,9.1,31,1181.657717,7.1,774.444,23032.28243,31,1431.112,185833.4658,207684.0905,0.20768409,23032.28243,162801.1833,0.023032282,0.162801183
377,NVV-3-1,NVV-3-1,29,534,64867.60511,17.8,2445.001,182300.4131,50,4741.963,993154.4083,1110587.216,1.110587216,182300.4131,810853.9952,0.182300413,0.810853995
378,NVV-2-6,NVV-2-6,26,363,39533.80195,14.6,3106.03,189953.4174,56.2,5507.572,1296537.577,1446957.192,1.446957192,189953.4174,1106584.16,0.189953417,1.10658416
379,COW-2-3,COW-2-3,27.4,189.6,21760.93267,14.3,2677.393,160375.0373,30.5,865.275,110545.8911,249159.9957,0.249159996,160375.0373,-49829.14623,0.160375037,-0.049829146
380,UTV-3-9,UTV-3-9,31.2,184.2,24073.14486,15.5,2360.942,153287.1062,43.7,4841.97,886323.2474,1015537.209,1.015537209,153287.1062,733036.1412,0.153287106,0.733036141
381,UTW-2-10,UTW-2-10,20.3,158.3,13460.63544,12,680.803,34220.89125,40.8,2592.147,443004.7665,463765.0223,0.463765022,34220.89125,408783.8752,0.034220891,0.408783875
382,MTW-3-9,MTW-3-9,25.6,96.5,10347.98732,13.5,1411.743,79832.18588,47,2703.938,532332.7634,601816.962,0.601816962,79832.18588,452500.5775,0.079832186,0.452500578
383,IDT-1-6,IDT-1-6,27.7,73.5,8528.167417,12.3,1273.491,65612.95551,81,5329.122,1808128.497,1865213.285,1.865213285,65612.95551,1742515.541,0.065612956,1.742515541
384,AZW-1-6,AZW-1-6,31.1,315.1,41048.51038,17.6,1952.117,143915.3508,68.2,6856.246,1958661.449,2061528.29,2.06152829,143915.3508,1814746.098,0.143915351,1.814746098
385,NMT-1-4,NMT-1-4,21,36.7,3228.300611,6.5,420.843,11458.34973,72,2079.586,627188.3616,635418.4107,0.635418411,11458.34973,615730.0119,0.01145835,0.615730012
386,UTW-2-7,UTW-2-7,11.2,13.6,638.036524,4.8,132.593,2665.940446,31,561.691,72936.97853,74964.88245,0.074964882,2665.940446,70271.03808,0.00266594,0.070271038
387,NVV-3-9,NVV-3-9,23.5,206.5,20327.15167,20.8,1497.599,130481.0629,45.5,3185.832,607187.5753,717341.4865,0.717341487,130481.0629,476706.5125,0.130481063,0.476706512
388,AZT-1-3,AZT-1-3,28.2,158.2,18687.19841,12.5,1564.678,81926.3485,59,5957.576,1472347.124,1535586.274,1.535586274,81926.3485,1390420.775,0.081926349,1.390420775
389,UTT-2-3,UTT-2-3,27.8,84.5,9839.88707,10.3,1118.542,48258.97906,89.5,5346.567,2004410.449,2042829.541,2.042829541,48258.97906,1956151.47,0.048258979,1.95615147
390,NMT-2-9,NMT-2-9,23.7,51.9,5152.337616,10.4,612.172,26668.3048,59.3,2628.261,652847.5722,674363.5394,0.674363539,26668.3048,626179.2674,0.026668305,0.626179267
391,NVT-2-2,NVT-2-2,16.2,58.8,3990.073997,9,648.995,24466.53509,48,2690.994,541056.4468,561532.9079,0.561532908,24466.53509,516589.9117,0.024466535,0.516589912
392,NVV-3-8,NVV-3-8,21.6,288.2,26075.72168,14.6,2357.374,144168.3588,41,4679.275,803620.5527,921713.1898,0.92171319,144168.3588,659452.194,0.144168359,0.659452194
393,IDV-3-6,IDV-3-6,10.1,31.6,1336.894282,3.8,279.265,4445.173487,29.4,814.987,100366.0011,103474.2803,0.10347428,4445.173487,95920.82765,0.004445173,0.095920828
394,IDV-5-7,IDV-5-7,17,80.4,5725.238452,8.5,952.881,33927.05809,45,3921.303,739148.2018,767350.0215,0.767350021,33927.05809,705221.1437,0.033927058,0.705221144
395,WYW-1-1,WYW-1-1,9,10.9,410.9203191,4.5,331.433,6247.364868,36,2515.465,379323.1855,385159.63,0.38515963,6247.364868,373075.8206,0.006247365,0.373075821
396,ORT-2-2,ORT-2-2,19.5,43.6,3561.309432,7.5,1583.587,49749.85286,73.2,11453.752,3511943.058,3558131.602,3.558131602,49749.85286,3462193.206,0.049749853,3.462193206
397,IDT-2-4,IDT-2-4,35.8,184.3,27637.38644,9.3,954.604,37187.31373,77,4744.29,1530208.332,1539758.259,1.539758259,37187.31373,1493021.018,0.037187314,1.493021018
398,IDW-3-10,IDW-3-10,13,22.3,1214.33028,7.8,576.83,18846.51486,49,2947.905,605059.6238,622691.8084,0.622691808,18846.51486,586213.109,0.018846515,0.586213109
399,NVW-1-2,NVW-1-2,32.4,179.2,24320.45103,10.1,1709.265,72313.50014,103,9569.933,4128903.486,4176896.535,4.176896535,72313.50014,4056589.986,0.0723135,4.056589986
400,COT-1-6,COT-1-6,41.6,388.6,67714.97714,15.9,2338.409,155742.165,90,7127.105,2686855.285,2774882.473,2.774882473,155742.165,2531113.12,0.155742165,2.53111312
401,ORW-2-4,ORW-2-4,18,58.6,4418.335908,6.2,921.902,23942.25522,62.5,4217.182,1104055.666,1123579.585,1.123579585,23942.25522,1080113.411,0.023942255,1.080113411
402,UTW-1-5,UTW-1-5,29,120.4,14625.57988,11.7,1212.859,59440.81922,73.5,5825.581,1793557.042,1838372.282,1.838372282,59440.81922,1734116.223,0.059440819,1.734116223
403,UTT-3-4,UTT-3-4,43.2,321.6,58195.36497,13.5,2330.321,131776.548,83.5,7835.13,2740446.269,2814027.452,2.814027452,131776.548,2608669.721,0.131776548,2.608669721
404,ORV-1-4,ORV-1-4,18.1,108.9,8256.482485,11.3,1930.147,91360.28358,62,4117.999,1069464.9,1152568.701,1.152568701,91360.28358,978104.6166,0.091360284,0.978104617
405,CAV-3-3,CAV-3-3,39.8,751.6,125302.1298,14.4,1056.063,63700.21944,52,3323.343,723880.9035,662278.9932,0.662278993,63700.21944,660180.684,0.063700219,0.660180684
406,ORT-1-1,ORT-1-1,45.2,151.8,28740.79756,14.9,2654.74,165690.2187,74.4,7326.052,2283134.737,2420084.159,2.420084159,165690.2187,2117444.519,0.165690219,2.117444519
407,ORV-2-4,ORV-2-4,21,187.3,16475.76851,13.1,1854.802,101778.8315,37,3063.024,474723.5023,560026.5653,0.560026565,101778.8315,372944.6709,0.101778831,0.372944671
408,ORT-3-4,ORT-3-4,12.3,32.8,1689.92552,6.5,985.088,26821.12527,56.5,4063.831,961773.255,986904.4548,0.986904455,26821.12527,934952.1297,0.026821125,0.93495213
409,NVT-2-7,NVT-2-7,52.6,717.2,158020.9376,19.5,4876.752,398339.9747,70,3858.454,1131357.802,1371676.84,1.37167684,398339.9747,733017.8278,0.398339975,0.733017828
410,IDW-3-4,IDW-3-4,51,581.8,124288.9452,19.6,2127.492,174667.7059,59.8,3445.102,862962.4088,913341.1696,0.91334117,174667.7059,688294.7029,0.174667706,0.688294703
411,COT-1-9,COT-1-9,65.3,775.7,212175.6699,21.7,3462.093,314692.993,97,9196.693,3736732.703,3839250.026,3.839250026,314692.993,3422039.71,0.314692993,3.42203971
412,IDT-2-5,IDT-2-5,25.2,128.4,13553.58469,12.7,1970.226,104811.3648,59.5,4633.971,1154938.574,1246196.354,1.246196354,104811.3648,1050127.209,0.104811365,1.050127209
413,UTV-1-7,UTV-1-7,17.1,55.5,3975.371344,9.4,824.198,32452.48959,47.7,2276.067,454770.2333,483247.3515,0.483247352,32452.48959,422317.7437,0.03245249,0.422317744
414,AZT-1-4,AZT-1-4,48.2,434.4,87705.22441,12.5,1544.725,80881.61186,80,6782.36,2272790.651,2265967.038,2.265967038,80881.61186,2191909.039,0.080881612,2.191909039
415,WAT-1-10,WAT-1-10,32,314.4,42142.58049,15.1,2759.335,174529.9588,64,1972.891,528897.6957,661285.0741,0.661285074,174529.9588,354367.7369,0.174529959,0.354367737
416,CAT-2-8,CAT-2-8,42,238.6,41976.7044,16.5,1968.125,136027.0349,75.2,5343.662,1683237.624,1777287.955,1.777287955,136027.0349,1547210.589,0.136027035,1.547210589
417,COW-1-7,COW-1-7,24.1,120.3,12144.26623,11.5,1427.592,68768.65894,62.5,6473.022,1694633.197,1751257.59,1.75125759,68768.65894,1625864.538,0.068768659,1.625864538
418,IDT-2-6,IDT-2-6,21.5,72.4,6520.270833,8.2,1204.32,41366.07932,65,4523.832,1231709.906,1266555.715,1.266555715,41366.07932,1190343.827,0.041366079,1.190343827
419,UTT-1-8,UTT-1-8,32.6,247.6,33810.90922,15.3,1926.083,123439.7513,74,5038.964,1561930.065,1651558.907,1.651558907,123439.7513,1438490.314,0.123439751,1.438490314
420,UTT-3-6,UTT-3-6,20,74.7,6258.052566,10,841.597,35252.7327,58.5,3787.716,928157.9392,957152.6194,0.957152619,35252.7327,892905.2065,0.035252733,0.892905207
421,WAT-2-10,WAT-2-10,27.4,181.8,20865.70442,16.3,1999.028,136488.1952,86.5,8610.407,3119811.805,3235434.296,3.235434296,136488.1952,2983323.61,0.136488195,2.98332361
422,WAT-1-9,WAT-1-9,42.7,672.5,120284.2523,17.5,3056.434,224048.314,82,8590.161,2950555.345,3054319.407,3.054319407,224048.314,2726507.031,0.224048314,2.726507031
423,MTW-3-1,MTW-3-1,12.2,27.2,1390.008142,8.6,577.047,20787.30786,43.7,2021.096,369961.8895,389359.1892,0.389359189,20787.30786,349174.5816,0.020787308,0.349174582
424,UTT-1-7,UTT-1-7,47,450.5,88691.3494,16.6,1895.012,131767.6079,88,5209.101,1920145.15,1963221.408,1.963221408,131767.6079,1788377.542,0.131767608,1.788377542
425,IDW-3-9,IDW-3-9,13.2,28.6,1581.352078,7.3,301.481,9218.736816,25,429.105,44935.77052,52573.15526,0.052573155,9218.736816,35717.0337,0.009218737,0.035717034
426,UTW-1-4,UTW-1-4,43.4,292.8,53229.1353,12.5,1643.678,86062.77883,68,5251.947,1495952.682,1528786.326,1.528786326,86062.77883,1409889.903,0.086062779,1.409889903
427,AZT-1-6,AZT-1-6,37.5,305.4,47972.11982,17.8,2484.258,185227.4333,58.6,2159.584,530098.1963,667353.5098,0.66735351,185227.4333,344870.763,0.185227433,0.344870763
428,WYW-2-2,WYW-2-2,16.6,100.4,6981.205307,11,1218.435,56141.45452,50,2440.178,511069.6852,560229.9344,0.560229934,56141.45452,454928.2307,0.056141455,0.454928231
429,IDV-2-3,IDV-2-3,23.6,272.7,26957.8809,14.4,1720.383,103771.0578,48.3,5973.589,1208567.966,1285381.143,1.285381143,103771.0578,1104796.908,0.103771058,1.104796908
430,MTW-2-5,MTW-2-5,14,70.6,4140.200238,12,674.022,33880.04102,36,1629.148,245669.7306,275409.5714,0.275409571,33880.04102,211789.6896,0.033880041,0.21178969
431,NVV-2-10,NVV-2-10,14.7,116.5,7173.512665,11,1565.321,72124.81399,49.7,3941.05,820459.1123,885410.4137,0.885410414,72124.81399,748334.2983,0.072124814,0.748334298
432,NMT-2-8,NMT-2-8,60.5,303.6,76938.86072,12.9,1533.246,82849.55116,94,3639.001,1432843.104,1438753.794,1.438753794,82849.55116,1349993.553,0.082849551,1.349993553
433,NVV-2-5,NVV-2-5,19.3,102.2,8262.221127,12.3,1256.427,64733.78206,62.6,2863.681,750909.4685,807381.0295,0.807381029,64733.78206,686175.6865,0.064733782,0.686175686
434,COT-1-10,COT-1-10,30.4,106.8,13599.82893,14.5,1747.469,106136.8249,78.3,6070.671,1991072.473,2083609.469,2.083609469,106136.8249,1884935.648,0.106136825,1.884935648
435,IDV-3-5,IDV-3-5,13,89.6,4879.102831,10.2,891.395,38085.43977,30,2338.893,293913.9627,327120.2996,0.3271203,38085.43977,255828.5229,0.03808544,0.255828523
436,MTW-2-4,MTW-2-4,12.2,26.8,1369.566845,5.9,557.496,13777.87933,36,2489.825,375456.7646,387865.0771,0.387865077,13777.87933,361678.8853,0.013777879,0.361678885
437,COW-2-5,COW-2-5,25,65.1,6817.256058,10,870.205,36451.0618,54,702.29,158854.2555,188488.0613,0.188488061,36451.0618,122403.1937,0.036451062,0.122403194
438,CAV-3-1,CAV-3-1,50.8,412.9,87861.21496,13.5,478.66,27067.58531,20,NA,NA,NA,NA,27067.58531,NA,0.027067585,NA
